question,answer,explanation,chapter
"Under USPTO practice, a conceivable use for an invention that is incredible to a person of ordinary skill in the art (such as a time machine) would still satisfy the utility requirement of 35 USC § 101.",False,"To satisfy the utility requirement under 35 USC § 101, an invention must have a specific, substantial, and credible utility. If the asserted utility would be considered incredible by a person of ordinary skill in the art (such as a time machine), the invention fails to meet the credible utility requirement. Inventions that contradict established scientific principles, like time machines, lack credible utility and cannot satisfy 35 USC § 101.",2100 - Patentability
"If an invention solves a problem that was not previously known to exist, the invention may be non-obvious under 35 USC § 103 even if the solution would have been obvious once the problem was identified.",True,"The discovery of an unknown problem can itself be an important part of the inventive contribution. If no one recognized that a problem existed, there would have been no motivation to find a solution to that problem. Therefore, an invention that identifies and solves a previously unrecognized problem may be non-obvious, even if the solution seems straightforward once the problem is known. This principle was established in cases like In re Omeprazole Patent Litigation.",2100 - Patentability
"When a prior art reference teaches away from a particular approach, and an inventor takes that exact approach and achieves success, the resulting invention is likely to be considered non-obvious.",True,"When the prior art teaches away from the claimed invention by suggesting it would not work or should be avoided, yet an inventor pursues this discouraged path and succeeds, this provides strong evidence of non-obviousness. The teaching away indicates that persons of ordinary skill would have been deterred from exploring the path taken by the inventor, making success on that path unexpected and non-obvious.",2100 - Patentability
"In a patent application, claims must provide clear boundaries regarding the subject matter covered, but a certain amount of breadth and flexibility is permitted as long as a person skilled in the art can understand the scope of the claims.",True,"Claims are required to be definite under 35 USC § 112(b), meaning they must inform those skilled in the art about the scope of the invention with reasonable certainty. While claims must be precise enough to provide clear notice of what is claimed, some breadth and flexibility is permitted and even encouraged. Absolute precision is not required as long as a person skilled in the art could determine the boundaries of the claim.",2100 - Patentability
"If two inventors independently conceive of the same invention, but the first to conceive is the second to file a patent application under the AIA, the first to conceive can still obtain the patent by proving earlier conception and diligent reduction to practice.",False,"Under the America Invents Act (AIA), the U.S. patent system changed from a first-to-invent to a first-inventor-to-file system. In the AIA system, the filing date, not the conception date, generally determines priority. Even if an inventor conceived first and worked diligently to reduce the invention to practice, they cannot obtain a patent if another inventor independently filed an application first, except in limited circumstances such as derivation proceedings.",2100 - Patentability
An examiner can properly reject a claim under the KSR 'obvious to try' rationale when the prior art identifies a finite number of predictable solutions and a person of ordinary skill would have a reasonable expectation of success trying these solutions.,True,"Under KSR, the 'obvious to try' rationale is appropriate when there is a design need or market pressure to solve a problem, and there are a finite number of identified, predictable solutions that a person of ordinary skill has a reasonable expectation of success in implementing. This is one of the valid rationales for combining references established by the Supreme Court in KSR v. Teleflex.",2100 - Patentability
Whether a document qualifies as a 'printed publication' for prior art purposes depends more on its public accessibility than on its physical form or the number of copies in existence.,True,"The key determinant of whether a reference qualifies as a 'printed publication' is its accessibility to the public interested in the art, not its physical form or the number of copies made. A single manuscript can be a 'printed publication' if sufficiently accessible to interested persons exercising reasonable diligence, while multiple copies of a document might not qualify if they were not publicly accessible.",2100 - Patentability
The common sense of a person of ordinary skill in the art can be relied upon to supply a missing claim limitation in an obviousness rejection regardless of the complexity of the technology.,False,"While KSR expanded the analysis for obviousness, the use of common sense to supply a missing limitation is restricted to situations involving unusually simple technologies. As clarified in post-KSR cases like Arendi v. Apple, common sense cannot be used to supply a missing limitation for complex technical inventions. Common sense is more appropriate for motivation to combine complete references than for supplying missing elements, except in the simplest cases.",2100 - Patentability
"In patent law, conception occurs when an inventor has a definite and permanent idea of the complete and operative invention, even if the inventor has not yet performed a reduction to practice.",True,"Conception is the mental part of invention—the formation in the mind of the inventor of a definite and permanent idea of the complete and operative invention. Reduction to practice (either actual or constructive) validates that the conceived invention works, but conception itself can be complete before any reduction to practice occurs. The date of conception, not reduction to practice, marks the beginning of inventorship.",2100 - Patentability
"When assessing the non-obviousness of a pharmaceutical invention, evidence of unexpected results must always be supported by statistically significant data.",False,"While experimental data is valuable, there is no absolute requirement that evidence of unexpected results must be supported by statistical significance. Qualitative evidence, expert testimony, or other forms of evidence can also demonstrate unexpected results. The evidence must be commensurate with the scope of the claims, but the law doesn't specifically require statistical significance for all pharmaceutical inventions when showing non-obviousness.",2100 - Patentability
"A patent claim reciting 'a composition consisting of elements A, B, and C' would be anticipated by a prior art reference disclosing a composition containing elements A, B, C, and D.",False,"The transitional phrase 'consisting of' creates a closed claim that excludes any element not specified in the claim. A composition 'consisting of elements A, B, and C' would not be anticipated by a prior art reference disclosing a composition containing A, B, C, and D because the prior art composition contains the additional element D not permitted by the closed 'consisting of' language.",2100 - Patentability
A prior art reference that is inoperative for its intended purpose cannot be used in an obviousness rejection under 35 USC § 103.,False,"A reference may be relied upon for all that it would reasonably suggest to one of ordinary skill in the art, even if it is partially inoperative or inoperative for its intended purpose. An obviousness rejection can be based on a non-enabling reference if, combined with other references, it would guide one of ordinary skill toward the claimed invention. The operability issue goes to enablement, not what the reference would suggest to a skilled artisan.",2100 - Patentability
An amendment filed after final rejection may be entered if the applicant provides a showing of good and sufficient cause why it was not earlier presented.,True,"Under 37 C.F.R. § 1.116(b)(1), such a showing may justify entry of the amendment despite the final rejection. This is an exception to the general rule against amendment entry after final.",700 - Examination of Applications
An amendment filed after final rejection may be entered solely for the purpose of adding new arguments not previously presented.,False,"Arguments alone, without amendment to claims or specification, may be considered after final, but an amendment presenting only new arguments does not justify entry. Entry is more limited and must meet criteria such as reducing appeal issues or placing the application in condition for allowance.",700 - Examination of Applications
"An amendment after final rejection may be entered if it simplifies the issues on appeal, such as by canceling claims or clarifying claim scope.",True,"Per 37 C.F.R. § 1.116(b)(2), if the amendment places the application in better form for appeal or reduces the number of issues, it may be considered for entry.",700 - Examination of Applications
"A claim reciting 'A device as described in col. 1, line 46–64 of the specification' is definite under 35 U.S.C. § 112(b).",False,This is indefinite because claims must stand on their own and cannot rely solely on incorporation by reference to specific lines or pages in the specification for essential structure. This fails to delineate the metes and bounds with reasonable clarity.,600 - Parts Form and Content of Application
"A claim includes the language comprising of 'providing an article,' 'spraying said article with paint,' and 'allowing said article to dry' satisfies the definiteness requirement under 35 U.S.C. § 112(b)",True,"This claim recites a clear sequence of physical, discernible actions that those of ordinary skill in the art would understand. It defines the invention with sufficient clarity and precision.",600 - Parts Form and Content of Application
Claims in a patent application cannot be rejected when the disclosure fails to adequately disclose the invention.,False,"Claims must be supported by an enabling disclosure under 35 U.S.C. § 112(a). If the specification fails to adequately teach how to make and use the invention, claims may be properly rejected under § 112(a) for lack of enablement or written description.",2100 - Patentability
"A claim cannot be rejected for failing to interconnect elements of the invention, when it is clear to one of ordinary skill where the elements would go.",False,"Even if a skilled artisan might infer the intended connections, the claim must itself be clear and complete. Ambiguities in element relationships may render a claim indefinite under 35 U.S.C. § 112(b).",700 – Examination of Applications
"A claim can be rejected for including improper connection, even if undue experimentation is not required to perform the invention.",True,"Per MPEP § 706.03(c), a claim may be objected to or rejected if it recites improper or illogical connection of elements, even if the invention is otherwise enabled. Logical coherence of claim language is a distinct requirement from enablement.",700 – Examination of Applications
"If an after final amendment places the application in condition for allowance, no remarks need to accompany the amendment.",False,"Under 37 C.F.R. § 1.111, incorporated by reference in § 1.114(c) and required under § 1.116(a), an applicant must still submit remarks explaining the amendments and requesting reconsideration—even if the case is ready for allowance.",700 – Examination of Applications
Remarks accompanying an after final amendment must include a request for reconsideration of the previous rejections.,True,"A request for reconsideration is required under 37 C.F.R. § 1.111, which governs replies to Office actions. This obligation extends to amendments filed under § 1.116(a) via § 1.114(c).",700 – Examination of Applications
"If an amendment after final is accompanied by changes that place the application in condition for allowance, it is not necessary to explain why those changes were not presented earlier.",False,"Per USPTO practice undesr § 1.116(b), the applicant must explain why the amendment was not earlier presented. The fact that the case is now in condition for allowance does not excuse this requirement.",700 – Examination of Applications
"If a broad generic claim includes an inoperative species, the claim must always be rejected under 35 U.S.C. § 112(a).",False,Not all inoperative species within a claim render it non-enabled. The Federal Circuit has clarified that rejection is only proper if the number of inoperative species is significant enough to render the full scope of the claim non-enabled. There is no per se rejection for one inoperative species.,2100 – Patentability
"A claim may be acceptable even if it includes some inoperative species, provided that the number of such species is not significant compared to the whole.",True,This reflects the key legal principle: a claim is not non-enabled unless the number of inoperative embodiments is sufficiently high to render the claim as a whole non-enabled. This typically requires more than a minimal or insubstantial portion of the claim scope to be inoperative.,2100 – Patentability
A claim that includes an inoperative species corresponding to the best mode must be rejected under 35 U.S.C. § 112.,False,"While failing to disclose the best mode can be grounds for rejection under pre-AIA law, the operability of that mode is not a determinative factor unless the overall claim scope is not enabled. There is no distinct requirement that the best mode be operable to avoid rejection if the remainder of the claim is otherwise enabled.",2100 – Patentability
"You may lie to, cheat on, or steal from your clients or the Patent Office, and ignore potential conflicts between current and former clients.",False,"Ethical rules and USPTO regulations strictly prohibit lying, cheating, or stealing, as well as ignoring conflicts of interest; violations can result in severe penalties including suspension or disbarment.",0400 - Representative of Applicant or Owner
"You may file a response to an official action more than six months after the date of the action.",False,"The 'Six Month Rule' prohibits filing a response to an official action more than six months after the date of the action; after this period, the application is abandoned.",0700 - Examination of Applications
"You may file a broadening reissue more than two years after the issue date of the patent.",False,"A broadening reissue must be filed within two years of the patent's issue date per 35 U.S.C. §251 and MPEP 1412.03.",1400 - Correction of Patents
"You may seek an interview prior to issuance of an official action unless the application is a continuation.",False,"Ex parte interviews prior to an official action are not permitted except as a continuation as specified in MPEP 713.02.",0700 - Examination of Applications
"You may file a patent application in a foreign country without obtaining or being granted a foreign filing license, even if the invention was made in the United States.",False,"A foreign filing license is required for inventions made in the United States, unless an exception applies (see MPEP 140).",0100 - Secrecy, Access, National Security, and Foreign Filing Licenses
"You may add additional claims or present new issues as a matter of right after a Final Rejection.",False,"After a final rejection, new claims or issues are not entered as a matter of right but only at the examiner's discretion (see MPEP 714.12).",0700 - Examination of Applications
"You may alter an application after it has been executed by the inventor and file the application with the same oath or declaration, regardless of whether the changes are reflected in the oath.",False,"You cannot alter an application after execution by the inventor and file it with the same oath unless the oath still applies to the altered application (see MPEP 605.04(a)).",0600 - Parts, Form, and Content of Application
"You may ask for prosecution to be suspended while an action is outstanding, or for an indefinite time.",False,"Suspension of prosecution is not permitted while an action is outstanding or for an indefinite period, as described in MPEP 709.",0700 - Examination of Applications
"You may respond to some rejections and objections on the merits in an official action, and ask that the rest be deferred.",False,"Applicants are required to respond fully to all rejections and objections; partial responses with a request to defer the rest are not permitted (see MPEP 714.02, 37 CFR 1.134).",0700 - Examination of Applications
"You may appeal a first rejection, even in applications that are not continuations where the first action has been made final.",False,"You may not appeal a first rejection except in continuation applications where the first action is made final (see MPEP 1205, 706.07(b)).",1200 - Appeal
"You may obtain a filing date earlier than the date of delivery to the Patent Office of a new application using Federal Express or a courier service other than USPS Priority Mail Express.",False,"Only USPS Priority Mail Express may be used for obtaining a filing date prior to actual receipt by the Patent Office (see MPEP 513, 37 CFR 1.53).",0500 - Receipt and Handling of Mail and Papers
"You may record an assignment that is not in English and not accompanied by a translation, or which does not identify the application or patent by filing date, serial number, or patent number.",False,"Assignments must be in English or accompanied by a translation and must identify the patent or application distinctly (see MPEP 302.01, 302.02, 302.03).",0300 - Ownership and Assignment
"You may amend an application to include new matter.",False,"Amendments to introduce new matter are prohibited in both U.S. and PCT applications (see MPEP 706.03(o)).",0700 - Examination of Applications
"You may file a continuation, division, or continuation-in-part application which is not copending with its parent.",False,"Continuation, divisional, or CIP applications must be copending with the parent application as required by 35 USC §120 and MPEP 201.11.",0200 - Types, Cross-Noting, and Status of Application
"You may file more than a single, formal claim in a design application.",False,"Design patent applications can only contain a single claim (see MPEP 1503).",1500 - Design Patents
"You may file an application without drawings, even when drawings are necessary to understand the invention.",False,"Drawings are required if necessary to understand the claimed invention (see MPEP 506, 35 USC 112).",0600 - Parts, Form, and Content of Application
"You may file a plant patent on a potato, on a plant found in the wild, or on a plant that has not been asexually reproduced.",False,"Plant patents cannot be granted for plants found in the wild, for potatoes (which require a utility patent), or for plants not asexually reproduced (see MPEP 1600).",1600 - Plant Patents
"You may obtain access to an unpublished abandoned application unless it is mentioned in an issued patent or other special circumstances apply.",False,"Access to unpublished abandoned applications is restricted unless mentioned in a U.S. patent or certain other circumstances apply (see MPEP 103).",0100 - Secrecy, Access, National Security, and Foreign Filing Licenses
"You may traverse a restriction requirement without making an election.",False,"Applicants must make an election when traversing a restriction requirement (see MPEP 818).",0800 - Restriction in Applications Filed Under 35 U.S.C. 111; Double Patenting
"You may file an application that does not contain sufficient disclosure to enable one of ordinary skill in the art to practice the invention, or that does not disclose the best mode or provide a written description.",False,"Applications must be enabling, disclose the best mode, and provide a sufficient written description to satisfy 35 USC 112 (see MPEP 706.03(c), 608.01(h)).",0700 - Examination of Applications
"You may disclose to others information that has been disclosed to you in confidence by a client without the permission of the client.",False,"Confidentiality rules strictly prohibit disclosing client-confidential information without their permission, per 37 CFR Part 11.",0400 - Representative of Applicant or Owner
"You may submit a multiple dependent claim which depends from another multiple dependent claim, either directly or indirectly.",False,"Multiple dependent claims cannot depend from another multiple dependent claim, whether directly or indirectly, as described in MPEP 608.01(n).",0600 - Parts, Form, and Content of Application
"You may ask for an automatic sixth-month extension of time.",False,"Automatic extensions are only available up to five months; a sixth month extension is not automatic (see MPEP 710.02(e), 37 CFR 1.136(a)).",0700 - Examination of Applications
"You may withdraw from representing a client in a pending application without the permission of the Commissioner of Patents.",False,"Permission from the Director (formerly Commissioner) of Patents is required to withdraw from representation in a pending application (see MPEP 402.05, 402.06, 37 CFR 1.36).",0400 - Representative of Applicant or Owner
"You may argue that a given claim is patentable because of a feature or limitation which is not recited in that claim.",False,"Patentability must be based on limitations actually present in the claim being argued; features not in the claim cannot support patentability.",0700 - Examination of Applications
"You may obtain a refund as a small entity after three months have passed since the date a large entity fee was paid.",False,"Refund requests for the difference between large and small entity fees must be made within three months of the payment (see MPEP 509.03).",0500 - Receipt and Handling of Mail and Papers
"You may file a Request for Reexamination based upon any prior art other than prior patents or publications.",False,"Reexamination requests must be based only on prior patents or printed publications (see MPEP 2217).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You may file one paper in an application and ask that copies be placed in the files of other applications.",False,"Each application must be handled separately and individual copies must be filed in each file; copies cannot be distributed by request (MPEP 502, 37 CFR 1.5).",0500 - Receipt and Handling of Mail and Papers
"You may swear back (antedate) a pre-AIA §102(b) rejection.",False,"Pre-AIA 35 U.S.C. §102(b) bars cannot be overcome by swearing behind the reference (see MPEP 706.02(b)).",0700 - Examination of Applications
"You may file any paper for an improper purpose, such as for the sole purpose of delay or without client authorization.",False,"Papers must not be filed for improper purposes, including causing delay or lacking client authorization (see 37 CFR 11.18(b)).",0400 - Representative of Applicant or Owner
"You can always find a patent examiner at the Patent Office after 4 pm on a Friday.",False,"Patent examiners generally are not available after 4 pm on Fridays—this is common practical knowledge.",General Knowledge
"You may obtain an automatic extension of time in a reexamination proceeding.",False,"Extensions of time are not automatic in reexamination proceedings (see MPEP 2265, 37 CFR 1.136(a)).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You can always locate a DVD player at the Patent Office that works.",False,"DVD players are often not functional; however, videos can be viewed in interviews if relevant and helpful to prosecution (see MPEP 713.01).",0700 - Examination of Applications
"You may submit a multiple dependent claim which combines other claims, e.g., 'an apparatus as in claim 1 and 2.'",False,"Multiple dependent claims must refer to one claim at a time and cannot combine claims in that way (see MPEP 607, 608.01(n)).",0600 - Parts, Form, and Content of Application
"You may obtain an extension of time to pay an issue fee.",False,"Extensions of time are not available for the payment of issue fees (see MPEP 711.03(c), 37 CFR 1.316(a)).",0700 - Examination of Applications
"You may submit broader claims in a reexamination prosecution.",False,"Claims cannot be broadened in reexamination; amendments must narrow or clarify claims only (see MPEP 2250, 37 CFR 1.121(i)).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You may obtain an extension of time to file an Information Disclosure Statement (IDS).",False,"Extensions of time are not permitted to file a timely IDS (see MPEP 609).",0600 - Parts, Form, and Content of Application
"You may transfer drawings from one pending application to another pending application without demonstrating hardship.",False,"Transferred drawings between pending applications require demonstration of hardship (see MPEP 608.02(i)).",0600 - Parts, Form, and Content of Application
"You may amend an inventor's oath or declaration.",False,"An inventor's oath or declaration may not be amended; a new one must be filed if corrections are needed.",0600 - Parts, Form, and Content of Application
"You may file a petition to revive an application abandoned for failure to respond to an outstanding Official Action without submitting a response to that action or filing a continuation.",False,"A petition to revive must include the omitted response or a continuing application in order to be considered (see MPEP 711.03(c), 37 CFR 1.137).",0700 - Examination of Applications
"You may revive an application which was deliberately abandoned or correct any mistake or error which was made deliberately.",False,"Revival is not permitted if abandonment or an error was deliberate or intentional; only unintentional or unavoidable mistakes qualify for revival (see MPEP 711.03(c)).",0700 - Examination of Applications
"You may file a reexamination based upon prior invention, prior sale, prior use or public knowledge.",False,"Requests for reexamination can only be based on prior patents or printed publications—not on prior invention, sale, use, or public knowledge (see MPEP 2209, 35 USC 301, 302).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You may file a continuation application instead of a response without also filing a request for an extension so that the continuation and its parent are copending.",False,"Continuations must be copending with the parent; an extension is required if the parent would otherwise expire before the continuation is filed (see MPEP 201.11).",0200 - Types, Cross-Noting, and Status of Application
"You may amend a claim in a reissue or reexamination by just directing the Patent Office to insert words without submitting an updated version of the claim as required.",False,"Amendments must be submitted in the proper form and cannot be directed by instruction alone (see MPEP 714.22, 37 CFR 1.121(c)).",1400 - Correction of Patents
"You may amend a claim in a reexamination application by underlining words to be added and bracketing words to be deleted from a previously amended claim.",False,"In reexamination, new amendments are not shown by underlining/bracketing if the claim was previously amended; rather, words to be added or deleted must be shown relative to the original patent claim (see MPEP 2250, 37 CFR 1.121(i)).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You may petition to the Commissioner (Director) for review of a patent examiner's rejection or appeal any objection of form.",False,"Petitions are not permitted to review patent examiner rejections or for appeal of objections; appeals are limited to rejections of claims (see 35 USC 134).",1200 - Appeal
"You may overcome a Double Patenting Rejection of the same invention (anticipation) type by filing a terminal disclaimer.",False,"A terminal disclaimer can only be used for nonstatutory-type double patenting; for same invention (statutory) double patenting, a disclaimer is not effective (see MPEP 804).",0800 - Restriction in Applications Filed Under 35 U.S.C. 111; Double Patenting
"You may appeal to the Board an improper restriction requirement.",False,"Improper restriction requirements can only be reviewed by petition, not by appeal to the Board (see MPEP 818.03(c)).",0800 - Restriction in Applications Filed Under 35 U.S.C. 111; Double Patenting
"You may correct failure to claim priority with a Certificate of Correction unless priority was already perfected in a parent application.",False,"Priority must be properly claimed during pendency of the application; a Certificate of Correction cannot be used unless priority was perfected in a parent (see MPEP 201.16).",0200 - Types, Cross-Noting, and Status of Application
"You may recapture in a reissue application subject matter that was cancelled in the parent in order to obtain a patent.",False,"The recapture doctrine prevents subject matter cancelled to secure the original patent from being reclaimed via reissue (see MPEP 1412.02).",1400 - Correction of Patents
"You may file a PCT (international) application at the U.S. Patent Office unless you are a resident or national of the U.S.",False,"Only residents or nationals of the United States may file an international application at the USPTO as Receiving Office (see MPEP 1805).",1800 - Patent Cooperation Treaty
"You may swear behind (antedate) a pre-AIA § 102(e) anticipation which claims the same invention.",False,"A §102(e) reference that anticipates the same invention cannot be antedated by swearing behind (see MPEP 706.02(b)).",0700 - Examination of Applications
"You may file a Rule 1.53(d) continuation without abandoning the parent application.",False,"A CPA (Continuation/PCT Application) under Rule 1.53(d) requires abandonment of the parent application (see 37 CFR 1.53(d)).",0200 - Types, Cross-Noting, and Status of Application
"You may transfer drawings to a divisional application from an application which is about to issue.",False,"Drawings cannot be transferred from an application that is about to issue unless certain hardship requirements are met (see MPEP 201.06(a)).",0200 - Types, Cross-Noting, and Status of Application
"You may amend claims and/or a specification without submitting remarks explaining how the amendments overcome the rejections and objections of the examiner.",False,"Remarks explaining how amendments address examiner rejections and objections are required (see MPEP 714.02, 37 CFR 1.111).",0700 - Examination of Applications
"You may file an application to replace a provisional application more than one year after the provisional's filing date, except where the anniversary falls on a Saturday, Sunday, or holiday.",False,"A nonprovisional application must be filed within one year of the provisional's filing date unless the one year deadline falls on a weekend or holiday, in which case the deadline is the next business day (see MPEP 201.04(b)).",0200 - Types, Cross-Noting, and Status of Application
"You may obtain an extension to the patent term for any part of the appeal time in which prosecution was not being diligently pursued.",False,"Patent term adjustment does not include periods during appeal where prosecution was not diligently pursued (see MPEP 2720).",2700 - Patent Terms and Adjustments and Extensions
"You may copy claims from another patent without advising the Patent Office which patent the claims are copied from.",False,"When copying claims for interference or other purposes, you must identify the source patent (see MPEP 710.04(a)).",0700 - Examination of Applications
"You may obtain an extension of time to claim Small Entity status and obtain a refund.",False,"Extensions of time are not available to claim Small Entity status and obtain a refund; requests must be timely (see MPEP 509.03, 37 CFR 1.28(a)).",0500 - Receipt and Handling of Mail and Papers
"Interviews are prohibited in a supplemental examination proceeding.",False,"Interviews are not prohibited in supplemental examination; they may be scheduled under proper circumstances (see 37 CFR 1.620(e)).",2800 - Supplemental Examination
"No amendments may be filed in a supplemental examination proceeding.",False,"Amendments are not permitted during the initial supplemental examination proceeding, but may be allowed during subsequent ex parte reexamination (see 37 CFR 1.620(l)).",2800 - Supplemental Examination
"A party other than the patent owner (i.e., any third party) is prohibited from filing papers or otherwise participating in any manner in a supplemental examination proceeding.",False,"Third parties are not permitted to participate or file papers in a supplemental examination proceeding (see 37 CFR 1.601(b)).",2800 - Supplemental Examination
"A patent owner does not have a right to file a patent-owner statement in a reexamination resulting from a supplemental examination.",False,"A patent owner does have a right to file a statement in ex parte reexamination proceedings resulting from supplemental examination (see 35 USC 257(b)).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You cannot obtain a filing date for a supplemental examination if the request is not in compliance.",False,"A filing date for supplemental examination is only granted if the request is compliant with requirements (see 37 CFR 1.610(d)).",2800 - Supplemental Examination
"You cannot obtain a filing date for a petition to institute a derivation proceeding unless the petition is received with the required fee.",False,"A petition to institute a derivation proceeding must be accompanied by the required fee to obtain a filing date (see 37 CFR 42.404).",2300 - Derivation Proceedings
"You can get a filing date for an application without submitting the names of the inventors, the required filing fee, a signed declaration, or a translation into English.",True,"A filing date can be accorded to a nonprovisional application even if the application is missing inventors' names, the filing fee, a signed declaration, or an English translation, though these missing elements must be submitted later to avoid abandonment (see 37 CFR 1.53(b)).",0600 - Parts, Form, and Content of Application
"You can obtain access to any unpublished pending or unpublished abandoned application which is mentioned in an issued patent.",True,"If an unpublished application is referenced in an issued U.S. patent, any person may gain access to the file of that application (see MPEP 103).",0100 - Secrecy, Access, National Security, and Foreign Filing Licenses
"You can request reexamination of any patent on the basis of prior art in the form of a printed publication or patent.",True,"Anyone can request ex parte reexamination of a patent based solely on prior patents or printed publications (see MPEP 2209).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You can protest any pending application.",True,"Third parties can file a protest including prior art or other information relevant to patentability in any pending application before the application is published or a notice of allowance is mailed (see MPEP 1901).",1900 - Protest
"You can obtain up to a five month automatic extension of time retroactively by filing a petition and paying the required fee at the time the response is filed.",True,"Automatic extensions of time up to five months are available if the petition and fee are filed with the response (see MPEP 710.02(e), 37 CFR 1.136(a)).",0700 - Examination of Applications
"You can obtain a filing date for a new application, including a continuation, CIP, or division, by using the Priority Mail Express service of the Post Office even on Saturday, Sunday or a holiday.",True,"The filing date for an application sent via USPS Priority Mail Express is the date deposited with the USPS, even on weekends or holidays (see MPEP 513).",0500 - Receipt and Handling of Mail and Papers
"You can obtain extensions of time for cause when automatic extensions are not available.",True,"Extensions for cause (not automatic) are available in certain circumstances if justified (see MPEP 710.02(e), 37 CFR 1.136(b)).",0700 - Examination of Applications
"You can pay an issue fee late, provided the delay was unintentional.",True,"An unintentionally delayed payment of the issue fee may be accepted if a petition and required fee are submitted (see MPEP 712, 37 CFR 1.137).",0700 - Examination of Applications
"You can have an application made special.",True,"Petition to make special may be granted based on age, health, or certain other criteria; this expedites examination (see MPEP 708.02).",0700 - Examination of Applications
"You can interview an Examiner after an official action has issued.",True,"Examiner interviews may be requested after an official action to clarify issues or advance prosecution (see MPEP 713.01).",0700 - Examination of Applications
"You can amend claims in a reexamination in response to an Official Action.",True,"Claims can be amended during a reexamination proceeding in response to an Office Action (see MPEP 2234).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You can get a foreign filing license authorizing you to file a patent application in another country.",True,"Applicants can petition for and receive a foreign filing license from the USPTO (see MPEP 140).",0100 - Secrecy, Access, National Security, and Foreign Filing Licenses
"You can get a foreign filing license retroactively when an application has through error and inadvertence been filed in another country.",True,"Retroactive foreign filing licenses may be granted if the foreign filing was made through error and without deceptive intent (see MPEP 140).",0100 - Secrecy, Access, National Security, and Foreign Filing Licenses
"You can revive a patent after the patent has inadvertently been abandoned by failure to pay a maintenance fee.",True,"A lapsed patent for failure to pay a maintenance fee may be revived if the delay was unintentional and a petition is granted (see MPEP 2590).",2500 - Maintenance Fees
"You can correct inventorship of an issued patent or a pending application.",True,"Inventorship correction is possible for both pending applications and issued patents under 35 USC 116, 256, and respective rules (see MPEP 600, 1481).",0600 - Parts, Form, and Content of Application
"You can petition to withdraw an application from issue to request an interference or to permit consideration of an IDS in a continuation application.",True,"An application may be withdrawn from issue under certain circumstances to resolve interference or permit IDS consideration (see MPEP 1308).",1300 - Allowance and Issue
"You can obtain broader claims in a reissue application filed within two years after the original patent's issue date.",True,"A reissue application seeking to broaden claim scope must be filed within two years from the grant of the original patent (see MPEP 706.03(x)).",1400 - Correction of Patents
"You can file a citation of art limited to printed patents and publications in any issued patent.",True,"Anyone can file a citation of patents or printed publications in an issued patent case (see MPEP 2202).",2200 - Citation of Prior Art and Ex Parte Reexamination of Patents
"You can file comments in response to the Examiner's Reasons for Allowance.",True,"Applicants may file remarks in response to Reasons for Allowance to clarify the record (see MPEP 1302.14).",1300 - Allowance and Issue
"You can file a continuation and abandon the parent application at any time the parent is still pending, as long as both are copending for at least one day.",True,"A continuation can be filed and the parent abandoned so long as both applications are copending for at least one day (see MPEP 201.11).",0200 - Types, Cross-Noting, and Status of Application
"You can revive an application by showing that the abandonment was unintentional, and file the required terminal disclaimer for a design application or a pre-June 8, 1995 application.",True,"Unintentional abandonment can be overcome by petition, and where required for design or certain utility applications, a terminal disclaimer is needed (see 37 CFR 1.137).",0700 - Examination of Applications
"You can overcome a Double Patenting rejection of the obviousness type by filing a terminal disclaimer which provides that the patents will lapse if they cease being owned by the same entity.",True,"A terminal disclaimer may be used to overcome a nonstatutory (obviousness-type) double patenting rejection (see MPEP 1490).",1400 - Correction of Patents
"You can petition to the Commissioner to overturn an improper restriction requirement after asking the Examiner for reconsideration, electing as required, and petitioning within two months from the examiner’s decision.",True,"An improper restriction requirement may be challenged by petition after following the outlined procedure (see MPEP 818.03(c)).",0800 - Restriction in Applications Filed Under 35 U.S.C. 111; Double Patenting
"You can file a continuation in a reissue application.",True,"A continuation can be filed from a reissue application in appropriate circumstances (see MPEP 1445).",1400 - Correction of Patents
"You can withdraw a recorded terminal disclaimer until the date the patent issues.",True,"A recorded terminal disclaimer can be withdrawn prior to issuance of the patent (see MPEP 1490).",1400 - Correction of Patents
"You can file a continuation application with the correct inventors rather than file a petition to correct inventorship if at least one inventor remains in common between the parent and child applications.",True,"If at least one inventor is in common between parent and child, a continuation application can be filed with the correct inventorship, avoiding the need for a petition to correct inventorship (see MPEP 201.03, 37 CFR 1.48(a)).",0200 - Types, Cross-Noting, and Status of Application
"You can file a design continuation or divisional by facsimile, provided the parent is to be abandoned.",True,"A design continuation or divisional (CPA) can be filed by facsimile transmission under certain circumstances if the parent is to be abandoned (see 37 CFR 1.53(d)).",1500 - Design Patents
"You can file a substitute specification.",True,"An applicant may file a substitute specification to replace the entire specification if certain criteria are met (see 37 CFR 1.125(b)).",0600 - Parts, Form, and Content of Application
